mrna_id	n_lncRNAs
LOC111119177	531
LOC111099460	530
LOC111137955	530
LOC111108370	529
LOC111135592	529
LOC111120064	528
LOC111121839	528
LOC111132990	528
LOC111125671	527
LOC111111157	526
LOC111115147	526
LOC111123045	526
LOC111134973	525
LOC111109072	524
LOC111123841	523
LOC111134535	523
LOC111107863	522
LOC111116431	521
LOC111112993	519
LOC111123494	518
LOC111136795	518
LOC111136886	517
LOC111104179	515
LOC111115442	515
LOC111131178	515
LOC111103626	514
LOC111130529	514
LOC111135160	514
LOC111125551	513
LOC111125784	513
LOC111128913	513
LOC111134129	513
LOC111100426	512
LOC111129301	512
LOC111133259	512
LOC111138017	512
LOC111129332	511
LOC111122365	510
LOC111109775	509
LOC111128979	508
LOC111108086	507
LOC111119375	506
LOC111106386	505
LOC111134928	505
LOC111137624	505
LOC111100676	504
LOC111137761	504
LOC111103945	503
LOC111114987	503
LOC111115569	503
LOC111121131	503
LOC111135857	503
LOC111137581	501
LOC111133478	500
LOC111103819	499
LOC111125441	499
LOC111128801	499
LOC111127772	498
LOC111102817	497
LOC111138487	497
LOC111122286	496
LOC111130385	496
LOC111100587	495
LOC111103512	495
LOC111108412	495
LOC111124719	495
LOC111129297	495
LOC111136315	495
LOC111130687	494
LOC111134841	494
LOC111135650	494
LOC111100562	493
LOC111134967	493
LOC111115006	491
LOC111121098	489
LOC111128086	489
LOC111135462	487
LOC111130349	486
LOC111134378	486
LOC111107715	484
LOC111120529	484
LOC111128716	484
LOC111129891	483
LOC111129680	482
LOC111137997	482
LOC111104294	481
LOC111111234	481
LOC111119585	481
LOC111124436	481
LOC111129882	480
LOC111129257	479
LOC111118968	477
LOC111126574	477
LOC111137248	477
LOC111113264	474
LOC111113578	474
LOC111102904	473
LOC111109896	473
LOC111116497	473
LOC111121868	472
LOC111102243	471
LOC111108124	471
LOC111125353	470
LOC111130755	470
LOC111125202	469
LOC111102010	468
LOC111126389	468
LOC111102756	466
LOC111105834	466
LOC111130697	466
LOC111136079	466
LOC111137026	465
LOC111111061	464
LOC111112913	464
LOC111123624	464
LOC111114229	463
LOC111120390	463
LOC111119428	462
LOC111133508	462
LOC111122264	461
LOC111100351	460
LOC111100610	460
LOC111109529	460
LOC111114768	459
LOC111135580	459
LOC111105268	458
LOC111118210	458
LOC111104350	457
LOC111120062	457
LOC111120294	457
LOC111136479	457
LOC111125358	456
LOC111126457	456
LOC111135163	456
LOC111130582	455
LOC111135217	455
LOC111100503	454
LOC111134865	454
LOC111124753	453
LOC111126658	453
LOC111130037	453
LOC111103867	452
LOC111121108	452
LOC111121844	452
LOC111135872	452
LOC111104327	451
LOC111130192	451
LOC111133903	451
LOC111114769	450
LOC111123262	449
LOC111132949	449
LOC111118102	448
LOC111129178	448
LOC111122414	447
LOC111127789	447
LOC111105356	446
LOC111135853	446
LOC111099932	445
LOC111122335	444
LOC111136418	444
LOC111137905	444
LOC111137679	442
LOC111135485	441
LOC111135555	440
LOC111119625	439
LOC111128042	439
LOC111126166	438
LOC111100612	437
LOC111121139	437
LOC111105199	436
LOC111108656	435
LOC111115046	435
LOC111120085	435
LOC111112880	434
LOC111137989	434
LOC111107356	433
LOC111113709	433
LOC111131272	433
LOC111115752	432
LOC111119395	432
LOC111133780	432
LOC111124377	430
LOC111128027	430
LOC111137032	429
LOC111099216	428
LOC111121200	428
LOC111127945	428
LOC111131375	428
LOC111134830	428
LOC111135835	428
LOC111099081	427
LOC111119213	427
LOC111127729	427
LOC111134735	427
LOC111107542	426
LOC111110284	426
LOC111136528	426
LOC111110980	425
LOC111126171	424
LOC111131963	424
LOC111126002	423
LOC111103080	422
LOC111135100	422
LOC111103655	421
LOC111129885	421
LOC111108084	420
LOC111114442	420
LOC111118983	420
LOC111135588	420
LOC111113238	419
LOC111127416	419
LOC111130338	419
LOC111135328	419
LOC111107757	418
LOC111110084	418
LOC111118362	418
LOC111106200	417
LOC111127248	416
LOC111135313	416
LOC111129746	415
LOC111136968	414
LOC111100599	413
LOC111119749	413
LOC111125293	413
LOC111127095	413
LOC111129175	413
LOC111120034	412
LOC111134884	412
LOC111106570	411
LOC111123852	411
LOC111123961	411
LOC111100993	410
LOC111125826	410
LOC111125156	409
LOC111102163	408
LOC111118653	408
LOC111125921	408
LOC111119185	407
LOC111136157	406
LOC111104415	404
LOC111118184	404
LOC111121363	404
LOC111124565	402
LOC111120494	401
LOC111134008	401
LOC111137616	401
LOC111123087	399
LOC111108896	398
LOC111122274	398
LOC111135219	398
LOC111137300	398
LOC111120230	397
LOC111125089	397
LOC111132268	397
LOC111128639	396
LOC111122732	394
LOC111122848	394
LOC111118830	392
LOC111126107	392
LOC111134404	392
LOC111134783	392
LOC111099459	391
LOC111108553	391
LOC111120053	391
LOC111135628	391
LOC111105165	390
LOC111134615	390
LOC111120037	389
LOC111129194	389
LOC111132239	389
LOC111119761	388
LOC111125078	388
LOC111129087	388
LOC111129643	387
LOC111125234	386
LOC111125363	386
LOC111125748	386
LOC111126211	386
LOC111130051	386
LOC111121444	385
LOC111125660	385
LOC111122806	384
LOC111128062	384
LOC111103422	383
LOC111121226	383
LOC111129144	382
LOC111103987	381
LOC111105213	381
LOC111115883	381
LOC111129732	380
LOC111112862	379
LOC111113271	379
LOC111127266	379
LOC111138492	379
LOC111124696	378
LOC111129484	378
LOC111131391	378
LOC111119098	376
LOC111119417	376
LOC111136093	376
LOC111133239	375
LOC111113051	373
LOC111120002	373
LOC111099410	372
LOC111131843	372
LOC111120833	371
LOC111126139	371
LOC111135201	371
LOC111114536	370
LOC111123959	370
LOC111126347	368
LOC111102002	367
LOC111122863	366
LOC111126441	366
LOC111118703	365
LOC111119635	365
LOC111135244	365
LOC111120231	364
LOC111131105	364
LOC111134647	364
LOC111118231	363
LOC111120575	363
LOC111126356	363
LOC111135927	363
LOC111136442	363
LOC111137466	363
LOC111100181	362
LOC111133205	362
LOC111137582	361
LOC111138132	360
LOC111107387	359
LOC111126003	358
LOC111126284	358
LOC111118346	356
LOC111121055	356
LOC111118626	355
LOC111120956	354
LOC111129014	354
LOC111135489	354
LOC111114641	353
LOC111131488	353
LOC111131611	353
LOC111101944	352
LOC111126406	351
LOC111133378	351
LOC111120981	350
LOC111136629	350
LOC111105744	349
LOC111112065	349
LOC111114230	349
LOC111115857	348
LOC111118406	348
LOC111122095	348
LOC111125304	348
LOC111125871	348
LOC111134559	348
LOC111137225	348
LOC111107149	347
LOC111118315	347
LOC111120953	347
LOC111123381	347
LOC111127826	347
LOC111132936	347
LOC111135499	347
LOC111135542	347
LOC111136036	347
LOC111122052	346
LOC111127133	346
LOC111102965	345
LOC111137537	345
LOC111116344	344
LOC111106819	342
LOC111129131	342
LOC111133221	342
LOC111100957	341
LOC111122170	341
LOC111115775	340
LOC111135005	340
LOC111135774	340
LOC111120888	339
LOC111107484	338
LOC111130760	338
LOC111135317	338
LOC111136675	338
LOC111108122	337
LOC111108345	337
LOC111128470	337
LOC111136530	337
LOC111137781	337
LOC111118304	336
LOC111120629	336
LOC111123630	336
LOC111124308	336
LOC111132361	336
LOC111133216	335
LOC111101029	334
LOC111118975	334
LOC111136239	334
LOC111124091	332
LOC111130826	332
LOC111138400	332
LOC111119150	331
LOC111129965	331
LOC111124757	330
LOC111130919	330
LOC111100374	329
LOC111124836	329
LOC111100047	327
LOC111100584	327
LOC111118437	327
LOC111122328	326
LOC111123252	325
LOC111134216	325
LOC111138204	325
LOC111121197	324
LOC111134852	324
LOC111124568	323
LOC111119318	322
LOC111104180	321
LOC111128145	321
LOC111128202	321
LOC111115943	319
LOC111119735	319
LOC111125379	319
LOC111122288	318
LOC111128909	318
LOC111132644	316
LOC111108286	315
LOC111109973	315
LOC111124507	315
LOC111124584	315
LOC111126272	315
LOC111105042	314
LOC111115638	314
LOC111119775	314
LOC111120127	313
LOC111121171	313
LOC111126736	313
LOC111126990	312
LOC111130485	312
LOC111101331	311
LOC111118225	311
LOC111125589	311
LOC111130145	311
LOC111105064	310
LOC111128589	310
LOC111100709	309
LOC111127009	309
LOC111129922	309
LOC111137727	309
LOC111101035	308
LOC111117244	308
LOC111101020	307
LOC111105716	307
LOC111120291	307
LOC111120518	307
LOC111119994	306
LOC111123796	305
LOC111131656	305
LOC111137757	305
LOC111137968	305
LOC111135195	304
LOC111106419	303
LOC111112204	303
LOC111123676	302
LOC111132691	302
LOC111107171	301
LOC111119448	301
LOC111124297	301
LOC111123705	300
LOC111136263	300
LOC111127491	299
LOC111129086	299
LOC111129516	299
LOC111106820	298
LOC111137271	298
LOC111112940	296
LOC111123964	296
LOC111124573	296
LOC111133568	296
LOC111136680	296
LOC111138222	296
LOC111120480	295
LOC111122023	295
LOC111125600	295
LOC111129436	295
LOC111136735	295
LOC111122579	294
LOC111123221	294
LOC111138107	294
LOC111129736	293
LOC111131289	293
LOC111133452	293
LOC111136183	293
LOC111138170	293
LOC111099547	292
LOC111100590	292
LOC111107403	292
LOC111107760	292
LOC111109398	292
LOC111129558	292
LOC111128544	291
LOC111130820	291
LOC111133811	291
LOC111102112	290
LOC111105310	290
LOC111108502	290
LOC111113070	290
LOC111136233	290
LOC111102685	289
LOC111112319	289
LOC111114057	289
LOC111135788	289
LOC111119194	288
LOC111118441	287
LOC111101369	286
LOC111118858	286
LOC111121303	286
LOC111135620	286
LOC111134894	285
LOC111135189	285
LOC111118568	284
LOC111120110	284
LOC111100549	283
LOC111114702	283
LOC111118927	282
LOC111124411	282
LOC111130644	282
LOC111122960	281
LOC111107093	280
LOC111101837	279
LOC111138358	279
LOC111101828	278
LOC111126203	278
LOC111119646	277
LOC111122745	277
LOC111128051	277
LOC111128776	277
LOC111138228	277
LOC111119112	276
LOC111124671	276
LOC111126123	276
LOC111137797	276
LOC111114072	275
LOC111136458	275
LOC111117309	274
LOC111134499	274
LOC111113385	273
LOC111122561	273
LOC111107146	272
LOC111112773	272
LOC111121156	272
LOC111120134	271
LOC111120549	271
LOC111123965	271
LOC111125714	271
LOC111130987	271
LOC111111027	270
LOC111124104	270
LOC111127227	270
LOC111100794	269
LOC111117997	269
LOC111103143	268
LOC111106024	268
LOC111126322	268
LOC111111252	267
LOC111129065	267
LOC111132942	267
LOC111133658	267
LOC111136486	267
LOC111117743	266
LOC111121212	266
LOC111129852	266
LOC111108785	265
LOC111125291	265
LOC111099168	264
LOC111106176	264
LOC111117207	264
LOC111136463	264
LOC111119851	263
LOC111125048	263
LOC111125823	263
LOC111138321	263
LOC111117367	262
LOC111119863	261
LOC111120883	261
LOC111122396	261
LOC111125079	261
LOC111130046	261
LOC111135144	261
LOC111137078	261
LOC111105139	260
LOC111128655	260
LOC111110996	259
LOC111112387	259
LOC111122642	259
LOC111128477	259
LOC111130669	259
LOC111100909	258
LOC111111117	258
LOC111116065	258
LOC111134639	258
LOC111103624	257
LOC111118404	257
LOC111119407	257
LOC111124045	257
LOC111130095	257
LOC111136002	257
LOC111115740	256
LOC111120831	256
LOC111136823	256
LOC111134662	255
LOC111118383	254
LOC111129611	254
LOC111130363	254
LOC111129050	253
LOC111131715	253
LOC111138243	253
LOC111106314	252
LOC111110266	252
LOC111111473	252
LOC111133487	250
LOC111135563	250
LOC111110368	249
LOC111125295	249
LOC111131439	249
LOC111137033	249
LOC111133196	248
LOC111100065	247
LOC111103396	247
LOC111129627	247
LOC111099112	246
LOC111121086	246
LOC111124319	246
LOC111105684	245
LOC111120987	245
LOC111111998	244
LOC111116384	244
LOC111119678	244
LOC111131549	243
LOC111101814	242
LOC111133307	242
LOC111137045	242
LOC111111773	241
LOC111121726	241
LOC111099524	240
LOC111108911	240
LOC111132318	239
LOC111137942	239
LOC111107306	238
LOC111122080	238
LOC111122366	238
LOC111126165	238
LOC111132755	238
LOC111135373	238
LOC111112953	237
LOC111136396	237
LOC111103235	236
LOC111116350	236
LOC111123806	236
LOC111126865	236
LOC111130404	235
LOC111133666	235
LOC111100280	234
LOC111110831	234
LOC111135836	234
LOC111130337	233
LOC111132543	233
LOC111135497	233
LOC111100483	232
LOC111113266	232
LOC111127391	232
LOC111102162	231
LOC111118428	231
LOC111103496	230
LOC111123884	230
LOC111124889	230
LOC111117652	229
LOC111124412	229
LOC111100042	228
LOC111121646	228
LOC111134925	228
LOC111124619	227
LOC111125192	227
LOC111112642	226
LOC111116437	226
LOC111121829	226
LOC111099884	225
LOC111118090	225
LOC111111087	224
LOC111133858	224
LOC111137120	224
LOC111138058	224
LOC111122389	223
LOC111127835	223
LOC111123097	222
LOC111130762	221
LOC111137552	221
LOC111112919	220
LOC111127743	220
LOC111129777	220
LOC111135689	220
LOC111100718	219
LOC111105580	219
LOC111108797	218
LOC111108844	218
LOC111099872	217
LOC111111236	217
LOC111122026	217
LOC111112866	216
LOC111126067	216
LOC111128303	216
LOC111130869	216
LOC111123218	215
LOC111128106	215
LOC111132242	215
LOC111136950	215
LOC111120745	214
LOC111125386	213
LOC111125821	213
LOC111131633	213
LOC111100574	212
LOC111121140	212
LOC111123155	212
LOC111132259	212
LOC111135773	212
LOC111123248	211
LOC111130209	211
LOC111116594	210
LOC111117041	210
LOC111119767	210
LOC111121124	210
LOC111104535	209
LOC111108651	209
LOC111101358	208
LOC111112131	207
LOC111125632	206
LOC111137103	206
LOC111119857	205
LOC111124644	205
LOC111134136	205
LOC111135134	205
LOC111113622	204
LOC111135174	204
LOC111102289	203
LOC111107064	203
LOC111121831	203
LOC111123575	203
LOC111115556	202
LOC111129334	202
LOC111131800	202
LOC111136241	202
LOC111100188	201
LOC111103342	201
LOC111114886	201
LOC111117985	201
LOC111126170	201
LOC111128497	201
LOC111137411	201
LOC111118612	200
LOC111119927	200
LOC111123227	200
LOC111128995	200
LOC111132880	200
LOC111125882	199
LOC111129287	199
LOC111103517	198
LOC111123339	198
LOC111127104	198
LOC111130581	198
LOC111131228	198
LOC111134566	198
LOC111135038	198
LOC111108006	197
LOC111123734	197
LOC111129296	197
LOC111106810	196
LOC111109505	196
LOC111112743	196
LOC111115059	196
LOC111123343	196
LOC111127465	196
LOC111135294	195
LOC111136821	195
LOC111099104	194
LOC111129622	194
LOC111136721	194
LOC111117761	193
LOC111121170	193
LOC111133988	193
LOC111128646	192
LOC111107600	191
LOC111108408	191
LOC111109171	191
LOC111117182	191
LOC111117437	191
LOC111133034	191
LOC111138231	191
LOC111116850	190
LOC111107844	189
LOC111120079	189
LOC111126904	189
LOC111136405	189
LOC111104899	188
LOC111131066	188
LOC111137832	188
LOC111103622	187
LOC111115811	187
LOC111118551	187
LOC111120719	187
LOC111122998	187
LOC111125795	187
LOC111131546	187
LOC111135851	187
LOC111136575	187
LOC111102525	186
LOC111104642	186
LOC111110678	186
LOC111128085	186
LOC111137017	185
LOC111137712	185
LOC111114066	184
LOC111121760	184
LOC111133464	184
LOC111123577	183
LOC111126343	183
LOC111136903	183
LOC111101902	182
LOC111104148	182
LOC111134503	182
LOC111110182	181
LOC111121533	181
LOC111109453	180
LOC111134771	180
LOC111122852	179
LOC111128976	179
LOC111114595	178
LOC111117952	178
LOC111120454	178
LOC111126192	178
LOC111108052	177
LOC111124580	177
LOC111116273	176
LOC111124057	176
LOC111119811	175
LOC111123200	175
LOC111124587	175
LOC111127088	175
LOC111131379	175
LOC111137485	175
LOC111117050	174
LOC111118576	174
LOC111128795	174
LOC111135537	174
LOC111101930	173
LOC111103785	173
LOC111109135	173
LOC111100852	172
LOC111114616	172
LOC111116392	172
LOC111118500	172
LOC111119570	172
LOC111127757	172
LOC111128151	172
LOC111134140	172
LOC111106322	170
LOC111123404	170
LOC111124616	170
LOC111126210	170
LOC111100403	169
LOC111102580	169
LOC111109130	169
LOC111118892	169
LOC111128321	169
LOC111133475	169
LOC111135439	169
LOC111101822	168
LOC111107408	168
LOC111114831	168
LOC111117195	168
LOC111127744	167
LOC111135048	167
LOC111104183	166
LOC111119404	166
LOC111120012	166
LOC111121519	166
LOC111124633	166
LOC111127980	166
LOC111128757	166
LOC111130441	166
LOC111130946	166
LOC111131317	166
LOC111131318	166
LOC111132030	166
LOC111135220	166
LOC111135861	166
LOC111119433	165
LOC111123997	165
LOC111126382	165
LOC111126538	164
LOC111127482	164
LOC111129120	164
LOC111138265	164
LOC111106051	163
LOC111108112	163
LOC111108509	163
LOC111112758	163
LOC111118583	163
LOC111125557	163
LOC111128983	163
LOC111133023	163
LOC111134856	163
LOC111137415	163
LOC111103993	162
LOC111105153	162
LOC111108265	162
LOC111108629	162
LOC111122987	162
LOC111128648	161
LOC111121129	160
LOC111125490	160
LOC111129982	160
LOC111101101	159
LOC111104359	159
LOC111117025	158
LOC111118120	158
LOC111126179	158
LOC111127431	158
LOC111134406	158
LOC111105248	157
LOC111111493	157
LOC111132267	157
LOC111136017	157
LOC111130281	156
LOC111137214	156
LOC111099484	155
LOC111104769	155
LOC111106624	155
LOC111122072	154
LOC111131327	154
LOC111134249	154
LOC111134363	154
LOC111101872	153
LOC111114110	153
LOC111124311	153
LOC111102665	152
LOC111118678	152
LOC111126395	152
LOC111130378	152
LOC111134577	152
LOC111135790	152
LOC111105566	151
LOC111105690	151
LOC111114561	151
LOC111123059	151
LOC111126616	151
LOC111126759	151
LOC111102596	150
LOC111111098	149
LOC111116092	149
LOC111121111	149
LOC111135209	149
LOC111136433	149
LOC111113236	148
LOC111119640	148
LOC111135916	148
LOC111137789	148
LOC111110146	147
LOC111121270	147
LOC111122403	147
LOC111122783	147
LOC111128064	147
LOC111102086	146
LOC111121470	146
LOC111124596	146
LOC111130707	146
LOC111103813	145
LOC111120223	145
LOC111123604	145
LOC111137332	145
LOC111103829	144
LOC111114601	144
LOC111126609	144
LOC111132609	144
LOC111137173	144
LOC111137527	144
LOC111137575	144
LOC111110259	143
LOC111122310	143
LOC111125360	143
LOC111135162	143
LOC111133872	142
LOC111134673	142
LOC111102934	141
LOC111103223	141
LOC111120963	141
LOC111127121	141
LOC111127828	141
LOC111129223	141
LOC111134124	141
LOC111136677	141
LOC111138099	141
LOC111129348	140
LOC111131433	140
LOC111110682	139
LOC111123312	139
LOC111134816	139
LOC111138246	139
LOC111100511	138
LOC111102684	138
LOC111103441	138
LOC111127964	138
LOC111132291	138
LOC111135471	138
LOC111101006	137
LOC111115744	137
LOC111122077	137
LOC111124525	137
LOC111124550	137
LOC111126149	137
LOC111135587	137
LOC111111656	136
LOC111120608	136
LOC111124320	136
LOC111128808	136
LOC111130114	136
LOC111130257	136
LOC111135330	136
LOC111101103	135
LOC111120759	135
LOC111133107	135
LOC111130019	134
LOC111126692	133
LOC111134887	133
LOC111103956	132
LOC111106754	132
LOC111113598	132
LOC111133124	132
LOC111114148	131
LOC111119571	131
LOC111120244	131
LOC111128034	131
LOC111129016	131
LOC111135252	131
LOC111119116	130
LOC111122171	130
LOC111129290	130
LOC111135320	130
LOC111107253	129
LOC111111528	129
LOC111113692	129
LOC111128350	129
LOC111136256	129
LOC111114981	128
LOC111120880	128
LOC111125920	128
LOC111133987	128
LOC111100398	127
LOC111115473	127
LOC111123264	127
LOC111128102	127
LOC111130107	127
LOC111130704	126
LOC111132463	126
LOC111107342	125
LOC111117721	125
LOC111117732	125
LOC111117953	125
LOC111120848	125
LOC111128794	125
LOC111128927	125
LOC111130259	125
LOC111131341	125
LOC111135657	125
LOC111105939	124
LOC111111551	124
LOC111113019	124
LOC111115607	124
LOC111121322	124
LOC111129493	123
LOC111132511	123
LOC111135607	123
LOC111136471	123
LOC111109652	122
LOC111113122	122
LOC111113157	122
LOC111115260	122
LOC111121245	121
LOC111126608	121
LOC111126774	121
LOC111129942	121
LOC111135245	121
LOC111137270	121
LOC111103814	120
LOC111115224	120
LOC111129912	120
LOC111133545	120
LOC111099517	119
LOC111099548	119
LOC111104166	119
LOC111124410	119
LOC111124621	119
LOC111125712	119
LOC111101590	118
LOC111123021	118
LOC111100371	117
LOC111122639	117
LOC111133200	117
LOC111120597	116
LOC111121023	116
LOC111127434	116
LOC111099731	115
LOC111105718	115
LOC111107409	115
LOC111126130	115
LOC111127355	115
LOC111131424	115
LOC111136018	115
LOC111100603	114
LOC111102638	114
LOC111119316	114
LOC111121399	114
LOC111133639	114
LOC111134703	114
LOC111135808	114
LOC111136205	114
LOC111138350	114
LOC111105150	113
LOC111122083	113
LOC111127822	113
LOC111129021	113
LOC111131868	113
LOC111135973	113
LOC111136232	113
LOC111137104	113
LOC111102509	112
LOC111110746	112
LOC111114675	112
LOC111119000	112
LOC111120979	112
LOC111130836	112
LOC111135842	112
LOC111136393	112
LOC111138147	112
LOC111108777	111
LOC111109465	111
LOC111118351	111
LOC111120828	111
LOC111122189	111
LOC111126133	111
LOC111127219	111
LOC111129470	111
LOC111130109	111
LOC111130231	111
LOC111130952	111
LOC111136858	111
LOC111099203	110
LOC111113416	110
LOC111119605	110
LOC111130228	110
LOC111137215	110
LOC111111665	109
LOC111112048	109
LOC111119483	109
LOC111130125	109
LOC111137702	109
LOC111129281	108
LOC111131285	108
LOC111135008	108
LOC111135514	108
LOC111101291	107
LOC111124033	107
LOC111127549	107
LOC111129817	107
LOC111134907	107
LOC111136115	107
LOC111121109	106
LOC111123077	106
LOC111135611	106
LOC111116326	105
LOC111131106	105
LOC111135099	105
LOC111136911	105
LOC111137307	105
LOC111103272	104
LOC111110630	104
LOC111113331	104
LOC111120774	104
LOC111122237	104
LOC111128998	104
LOC111134582	104
LOC111100400	103
LOC111107274	103
LOC111129155	103
LOC111135760	103
LOC111137971	103
LOC111101199	102
LOC111107977	102
LOC111111871	102
LOC111123305	102
LOC111126515	102
LOC111103014	101
LOC111112177	101
LOC111114039	101
LOC111117800	101
LOC111119695	101
LOC111120521	101
LOC111133222	101
LOC111135787	101
LOC111126317	100
LOC111127439	100
LOC111129242	100
LOC111136547	100
LOC111119534	99
LOC111119702	99
LOC111124306	99
LOC111125357	99
LOC111125890	99
LOC111134886	99
LOC111137602	99
LOC111138196	99
LOC111104382	98
LOC111118258	98
LOC111130461	98
LOC111135747	98
LOC111110504	97
LOC111108661	96
LOC111120324	96
LOC111128768	96
LOC111132104	96
LOC111133789	96
LOC111135777	96
LOC111136224	96
LOC111103659	95
LOC111104451	95
LOC111106048	95
LOC111108424	95
LOC111120200	95
LOC111122012	95
LOC111123869	95
LOC111133739	95
LOC111108505	94
LOC111110406	94
LOC111117388	94
LOC111118262	94
LOC111118844	94
LOC111125947	94
LOC111126497	94
LOC111133246	94
LOC111133718	94
LOC111136303	94
LOC111137006	94
LOC111101394	93
LOC111111881	93
LOC111118255	93
LOC111119394	93
LOC111122184	93
LOC111123656	93
LOC111125879	93
LOC111135491	93
LOC111100766	92
LOC111119652	92
LOC111121052	92
LOC111122650	92
LOC111122838	92
LOC111129112	92
LOC111100640	91
LOC111101300	91
LOC111102661	91
LOC111112876	91
LOC111116372	91
LOC111121841	91
LOC111123749	91
LOC111132045	91
LOC111134638	91
LOC111100580	90
LOC111105869	90
LOC111107276	90
LOC111107994	90
LOC111111504	90
LOC111111546	90
LOC111118463	90
LOC111121482	90
LOC111125459	90
LOC111131243	90
LOC111136999	90
LOC111137390	90
LOC111100616	89
LOC111119259	89
LOC111121005	89
LOC111122360	89
LOC111130062	89
LOC111133368	89
LOC111135292	89
LOC111137520	89
LOC111108479	88
LOC111115725	88
LOC111124613	88
LOC111126377	88
LOC111128281	88
LOC111130791	88
LOC111133736	88
LOC111104099	87
LOC111105858	87
LOC111115628	87
LOC111117973	87
LOC111118456	87
LOC111118850	87
LOC111125627	87
LOC111129307	87
LOC111129911	87
LOC111131840	87
LOC111133926	87
LOC111134726	87
LOC111116597	86
LOC111121916	86
LOC111123987	86
LOC111128428	86
LOC111129077	86
LOC111129970	86
LOC111134833	86
LOC111135097	86
LOC111135877	86
LOC111112844	85
LOC111126065	85
LOC111130884	85
LOC111103944	84
LOC111104021	84
LOC111112624	84
LOC111119183	84
LOC111129784	84
LOC111136644	84
LOC111138435	84
LOC111099692	83
LOC111100788	83
LOC111104439	83
LOC111106558	83
LOC111108514	83
LOC111118910	83
LOC111120704	83
LOC111125916	83
LOC111126675	83
LOC111126866	83
LOC111129694	83
LOC111129795	83
LOC111130503	83
LOC111134347	83
LOC111100373	82
LOC111105329	82
LOC111107154	82
LOC111118552	82
LOC111126456	82
LOC111129221	82
LOC111129788	82
LOC111131690	82
LOC111133661	82
LOC111135287	82
LOC111136078	82
LOC111136484	82
LOC111102779	81
LOC111105912	81
LOC111108511	81
LOC111112778	81
LOC111119485	81
LOC111121617	81
LOC111125676	81
LOC111136408	81
LOC111138232	81
LOC111103620	80
LOC111103792	80
LOC111113183	80
LOC111121979	80
LOC111122447	80
LOC111125562	80
LOC111131048	80
LOC111131596	80
LOC111135478	80
LOC111108615	79
LOC111109292	79
LOC111112580	79
LOC111113425	79
LOC111117320	79
LOC111119410	79
LOC111120499	79
LOC111120532	79
LOC111120558	79
LOC111124625	79
LOC111129497	79
LOC111133784	79
LOC111134128	79
LOC111138341	79
LOC111100465	78
LOC111100570	78
LOC111107395	78
LOC111107699	78
LOC111114497	78
LOC111118514	78
LOC111119413	78
LOC111120232	78
LOC111120773	78
LOC111121549	78
LOC111122669	78
LOC111124122	78
LOC111127650	78
LOC111131326	78
LOC111135316	78
LOC111136634	78
LOC111136875	78
LOC111103402	77
LOC111106640	77
LOC111120203	77
LOC111128023	77
LOC111130320	77
LOC111133021	77
LOC111135080	77
LOC111111304	76
LOC111114668	76
LOC111114820	76
LOC111118569	76
LOC111121121	76
LOC111123971	76
LOC111126900	76
LOC111127060	76
LOC111130838	76
LOC111133328	76
LOC111136511	76
LOC111100412	75
LOC111103513	75
LOC111128010	75
LOC111130118	75
LOC111135355	75
LOC111099754	74
LOC111106643	74
LOC111108388	74
LOC111121432	74
LOC111123621	74
LOC111123701	74
LOC111126544	74
LOC111127970	74
LOC111133473	74
LOC111111136	73
LOC111126391	73
LOC111130324	73
LOC111131871	73
LOC111132753	73
LOC111133150	73
LOC111135496	73
LOC111136681	73
LOC111137189	73
LOC111112912	72
LOC111117341	72
LOC111118023	72
LOC111118808	72
LOC111119156	72
LOC111121517	72
LOC111128182	72
LOC111130299	72
LOC111131057	72
LOC111131220	72
LOC111099736	71
LOC111110433	71
LOC111117966	71
LOC111126146	71
LOC111129830	71
LOC111133155	71
LOC111134191	71
LOC111134885	71
LOC111134900	71
LOC111135429	71
LOC111135882	71
LOC111136650	71
LOC111137930	71
LOC111109352	70
LOC111117911	70
LOC111118461	70
LOC111128374	70
LOC111128749	70
LOC111129350	70
LOC111135152	70
LOC111135793	70
LOC111136749	70
LOC111137240	70
LOC111100369	69
LOC111101184	69
LOC111101752	69
LOC111119453	69
LOC111120116	69
LOC111120426	69
LOC111120506	69
LOC111123848	69
LOC111125123	69
LOC111126216	69
LOC111128158	69
LOC111128590	69
LOC111129521	69
LOC111134831	69
LOC111136251	69
LOC111136551	69
LOC111136889	69
LOC111138025	69
LOC111105104	68
LOC111106408	68
LOC111108624	68
LOC111109462	68
LOC111110943	68
LOC111114519	68
LOC111114538	68
LOC111118831	68
LOC111120832	68
LOC111121019	68
LOC111124334	68
LOC111124745	68
LOC111129502	68
LOC111130932	68
LOC111134367	68
LOC111134522	68
LOC111137060	68
LOC111137577	68
LOC111137775	68
LOC111103000	67
LOC111118166	67
LOC111119160	67
LOC111123143	67
LOC111125018	67
LOC111126103	67
LOC111126117	67
LOC111126131	67
LOC111126682	67
LOC111128461	67
LOC111131119	67
LOC111134395	67
LOC111137518	67
LOC111137687	67
LOC111110316	66
LOC111113727	66
LOC111113822	66
LOC111114867	66
LOC111124394	66
LOC111125675	66
LOC111126147	66
LOC111128588	66
LOC111135623	66
LOC111101260	65
LOC111101594	65
LOC111106110	65
LOC111106319	65
LOC111109197	65
LOC111109301	65
LOC111118356	65
LOC111121048	65
LOC111123804	65
LOC111125164	65
LOC111126181	65
