mrna_id	n_lncRNAs	GeneID	Symbol	description	type_of_gene	match_type
LOC111128072	793	111128072	LOC111128072	uncharacterized LOC111128072	protein-coding	Symbol
LOC111131067	793	111131067	LOC111131067	uncharacterized LOC111131067	protein-coding	Symbol
LOC111132066	793	NA	NA	NA	NA	NA
LOC111118914	792	111118914	LOC111118914	uncharacterized LOC111118914	protein-coding	Symbol
LOC111127031	792	111127031	LOC111127031	transport and Golgi organization protein 2 homolog	protein-coding	Symbol
LOC111129989	792	111129989	LOC111129989	uncharacterized LOC111129989	protein-coding	Symbol
LOC111136005	792	111136005	LOC111136005	protein NDRG3-like	protein-coding	Symbol
LOC111121980	791	111121980	LOC111121980	nuclear pore complex protein Nup85-like	protein-coding	Symbol
LOC111124866	791	111124866	LOC111124866	uncharacterized LOC111124866	protein-coding	Symbol
LOC111135075	791	111135075	LOC111135075	ATP-binding cassette sub-family F member 3-like	protein-coding	Symbol
LOC111136676	790	111136676	LOC111136676	AKT-interacting protein-like	protein-coding	Symbol
LOC111118216	789	111118216	LOC111118216	trinucleotide repeat-containing gene 6C protein-like	protein-coding	Symbol
LOC111136262	789	111136262	LOC111136262	soluble guanylate cyclase 88E-like	protein-coding	Symbol
LOC111107482	788	NA	NA	NA	NA	NA
LOC111123594	788	111123594	LOC111123594	uncharacterized LOC111123594	protein-coding	Symbol
LOC111103123	787	111103123	LOC111103123	uncharacterized LOC111103123	protein-coding	Symbol
LOC111136123	787	111136123	LOC111136123	SEC14-like protein 2	protein-coding	Symbol
LOC111138421	787	111138421	LOC111138421	intraflagellar transport protein 80 homolog	protein-coding	Symbol
LOC111101201	786	111101201	LOC111101201	synaptobrevin homolog YKT6-like	protein-coding	Symbol
LOC111110162	786	111110162	LOC111110162	UPAR/Ly6 domain-containing protein crim-like	protein-coding	Symbol
LOC111122620	786	111122620	LOC111122620	COMM domain-containing protein 5-like	protein-coding	Symbol
LOC111134842	785	111134842	LOC111134842	sodium leak channel NALCN-like	protein-coding	Symbol
LOC111136988	785	111136988	LOC111136988	26S proteasome non-ATPase regulatory subunit 1-like	protein-coding	Symbol
LOC111123474	781	111123474	LOC111123474	diphthamide biosynthesis protein 3-like	protein-coding	Symbol
LOC111126323	780	NA	NA	NA	NA	NA
LOC111129058	780	NA	NA	NA	NA	NA
LOC111130158	780	111130158	LOC111130158	uncharacterized LOC111130158	protein-coding	Symbol
LOC111102492	779	111102492	LOC111102492	TPR repeat-containing protein DDB_G0287407-like	protein-coding	Symbol
LOC111102690	779	NA	NA	NA	NA	NA
LOC111114845	779	111114845	LOC111114845	uncharacterized LOC111114845	protein-coding	Symbol
LOC111124301	779	111124301	LOC111124301	uncharacterized LOC111124301	protein-coding	Symbol
LOC111130559	779	111130559	LOC111130559	uncharacterized LOC111130559	protein-coding	Symbol
LOC111136340	779	111136340	LOC111136340	uncharacterized LOC111136340	protein-coding	Symbol
LOC111109460	778	111109460	LOC111109460	uncharacterized LOC111109460	protein-coding	Symbol
LOC111120666	778	111120666	LOC111120666	glutathione peroxidase-like	protein-coding	Symbol
LOC111134854	777	111134854	LOC111134854	bolA-like protein 3	protein-coding	Symbol
LOC111136043	777	111136043	LOC111136043	DCN1-like protein 1	protein-coding	Symbol
LOC111127376	776	111127376	LOC111127376	protein zer-1 homolog	protein-coding	Symbol
LOC111099904	775	111099904	LOC111099904	acyl-CoA-binding domain-containing protein 5-like	protein-coding	Symbol
LOC111105961	775	111105961	LOC111105961	uncharacterized LOC111105961	protein-coding	Symbol
LOC111125285	775	111125285	LOC111125285	uncharacterized LOC111125285	protein-coding	Symbol
LOC111104668	774	NA	NA	NA	NA	NA
LOC111108191	774	111108191	LOC111108191	uncharacterized LOC111108191	protein-coding	Symbol
LOC111105600	773	111105600	LOC111105600	xanthine dehydrogenase/oxidase-like	protein-coding	Symbol
LOC111120343	772	NA	NA	NA	NA	NA
LOC111130977	772	111130977	LOC111130977	fructose-1,6-bisphosphatase 1-like	protein-coding	Symbol
LOC111136014	771	111136014	LOC111136014	stromal cell-derived factor 2-like	protein-coding	Symbol
LOC111120631	770	111120631	LOC111120631	uncharacterized LOC111120631	protein-coding	Symbol
LOC111100693	769	111100693	LOC111100693	condensin complex subunit 3-like	protein-coding	Symbol
LOC111101348	768	NA	NA	NA	NA	NA
LOC111125576	768	111125576	LOC111125576	hypoxia up-regulated protein 1-like	protein-coding	Symbol
LOC111115288	767	NA	NA	NA	NA	NA
LOC111119010	767	NA	NA	NA	NA	NA
LOC111132172	767	111132172	LOC111132172	(Lyso)-N-acylphosphatidylethanolamine lipase-like	protein-coding	Symbol
LOC111121429	766	111121429	LOC111121429	myc protein-like	protein-coding	Symbol
LOC111137601	765	111137601	LOC111137601	uncharacterized LOC111137601	protein-coding	Symbol
LOC111104374	764	111104374	LOC111104374	uncharacterized LOC111104374	protein-coding	Symbol
LOC111129633	764	111129633	LOC111129633	actin-related protein 10-like	protein-coding	Symbol
LOC111130491	764	111130491	LOC111130491	ubiquitin-like protein 7	protein-coding	Symbol
LOC111107217	763	111107217	LOC111107217	uncharacterized LOC111107217	pseudo	Symbol
LOC111112359	763	111112359	LOC111112359	uncharacterized LOC111112359	protein-coding	Symbol
LOC111130622	763	111130622	LOC111130622	structural maintenance of chromosomes protein 5-like	protein-coding	Symbol
LOC111131729	763	111131729	LOC111131729	N-alpha-acetyltransferase 20-like	protein-coding	Symbol
LOC111134430	763	111134430	LOC111134430	DNA-directed RNA polymerase II subunit RPB11-a-like	protein-coding	Symbol
LOC111119175	762	111119175	LOC111119175	laminin subunit alpha-like	protein-coding	Symbol
LOC111099835	761	111099835	LOC111099835	uncharacterized LOC111099835	protein-coding	Symbol
LOC111114860	760	111114860	LOC111114860	uncharacterized LOC111114860	pseudo	Symbol
LOC111118013	760	111118013	LOC111118013	calcium homeostasis endoplasmic reticulum protein-like	protein-coding	Symbol
LOC111133356	760	111133356	LOC111133356	vacuolar protein sorting-associated protein 37B-like	protein-coding	Symbol
LOC111109680	759	111109680	LOC111109680	nicotinamide phosphoribosyltransferase-like	protein-coding	Symbol
LOC111120530	759	111120530	LOC111120530	low-density lipoprotein receptor-like	protein-coding	Symbol
LOC111123829	759	NA	NA	NA	NA	NA
LOC111117664	758	111117664	LOC111117664	uncharacterized LOC111117664	protein-coding	Symbol
LOC111120586	758	NA	NA	NA	NA	NA
LOC111121472	758	111121472	LOC111121472	uncharacterized LOC111121472	protein-coding	Symbol
LOC111121815	758	111121815	LOC111121815	uncharacterized LOC111121815	protein-coding	Symbol
LOC111132446	758	111132446	LOC111132446	uncharacterized LOC111132446	protein-coding	Symbol
LOC111132859	758	111132859	LOC111132859	contactin-like	protein-coding	Symbol
LOC111101129	757	111101129	LOC111101129	U6 snRNA-associated Sm-like protein LSm1	protein-coding	Symbol
LOC111136134	757	111136134	LOC111136134	coiled-coil-helix-coiled-coil-helix domain-containing protein 2-like	protein-coding	Symbol
LOC111101925	756	111101925	LOC111101925	Parkinson disease protein 7 homolog	protein-coding	Symbol
LOC111120523	756	111120523	LOC111120523	protein aveugle-like	protein-coding	Symbol
LOC111125846	756	111125846	LOC111125846	ras GTPase-activating protein nGAP-like	protein-coding	Symbol
LOC111110142	755	NA	NA	NA	NA	NA
LOC111119531	755	111119531	LOC111119531	uncharacterized LOC111119531	protein-coding	Symbol
LOC111125404	755	111125404	LOC111125404	nicastrin-like	protein-coding	Symbol
LOC111131828	754	111131828	LOC111131828	retinol dehydrogenase 13-like	protein-coding	Symbol
LOC111100034	753	111100034	LOC111100034	uncharacterized LOC111100034	protein-coding	Symbol
LOC111116030	753	111116030	LOC111116030	dynactin subunit 2-like	protein-coding	Symbol
LOC111120950	753	NA	NA	NA	NA	NA
LOC111126626	753	111126626	LOC111126626	CCR4-NOT transcription complex subunit 9-like	protein-coding	Symbol
LOC111131668	753	111131668	LOC111131668	putative ribosome biogenesis protein RLP24	protein-coding	Symbol
LOC111132441	753	111132441	LOC111132441	uncharacterized LOC111132441	ncRNA	Symbol
LOC111113576	752	NA	NA	NA	NA	NA
LOC111121551	752	NA	NA	NA	NA	NA
LOC111130618	752	111130618	LOC111130618	synaptojanin-2-binding protein-like	protein-coding	Symbol
LOC111130640	752	111130640	LOC111130640	bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN-like	protein-coding	Symbol
LOC111130863	752	111130863	LOC111130863	bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN-like	protein-coding	Symbol
LOC111136222	752	111136222	LOC111136222	mitochondrial inner membrane m-AAA protease component AFG3L2-like	protein-coding	Symbol
LOC111102448	751	111102448	LOC111102448	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like	protein-coding	Symbol
LOC111128572	751	111128572	LOC111128572	uncharacterized LOC111128572	protein-coding	Symbol
LOC111121021	750	NA	NA	NA	NA	NA
LOC111107816	749	111107816	LOC111107816	adiponectin receptor protein-like	protein-coding	Symbol
LOC111133491	748	111133491	LOC111133491	uncharacterized LOC111133491	protein-coding	Symbol
LOC111137010	748	111137010	LOC111137010	ras-related protein Rab-2	protein-coding	Symbol
LOC111109273	747	NA	NA	NA	NA	NA
LOC111117253	747	111117253	LOC111117253	uncharacterized LOC111117253	protein-coding	Symbol
LOC111133938	747	111133938	LOC111133938	transient receptor potential cation channel subfamily M member 8-like	protein-coding	Symbol
LOC111103338	746	NA	NA	NA	NA	NA
LOC111122941	746	111122941	LOC111122941	histone PARylation factor 1-like	protein-coding	Symbol
LOC111135572	746	111135572	LOC111135572	solute carrier family 23 member 2-like	protein-coding	Symbol
LOC111102052	745	NA	NA	NA	NA	NA
LOC111125036	745	111125036	LOC111125036	uncharacterized LOC111125036	protein-coding	Symbol
LOC111125938	744	NA	NA	NA	NA	NA
LOC111131585	744	111131585	LOC111131585	WD repeat-containing protein 43-like	protein-coding	Symbol
LOC111132937	744	111132937	LOC111132937	uncharacterized LOC111132937	protein-coding	Symbol
LOC111134768	744	111134768	LOC111134768	alpha-centractin	protein-coding	Symbol
LOC111103484	741	111103484	LOC111103484	mitogen-activated protein kinase kinase kinase 7-interacting protein 3 homolog	protein-coding	Symbol
LOC111120839	740	111120839	LOC111120839	5-phosphohydroxy-L-lysine phospho-lyase-like	protein-coding	Symbol
LOC111121113	740	NA	NA	NA	NA	NA
LOC111108096	739	NA	NA	NA	NA	NA
LOC111117031	739	111117031	LOC111117031	uncharacterized LOC111117031	protein-coding	Symbol
LOC111126324	739	111126324	LOC111126324	uncharacterized LOC111126324	protein-coding	Symbol
LOC111131395	739	111131395	LOC111131395	uncharacterized LOC111131395	protein-coding	Symbol
LOC111137325	739	111137325	LOC111137325	uncharacterized LOC111137325	protein-coding	Symbol
LOC111103493	738	111103493	LOC111103493	uncharacterized LOC111103493	protein-coding	Symbol
LOC111122306	738	111122306	LOC111122306	cyclin-dependent kinase 1-like	protein-coding	Symbol
LOC111124615	738	111124615	LOC111124615	uncharacterized LOC111124615	protein-coding	Symbol
LOC111130565	737	111130565	LOC111130565	5'-3' exoribonuclease 2-like	protein-coding	Symbol
LOC111119392	735	111119392	LOC111119392	ubiquitin carboxyl-terminal hydrolase 22-like	protein-coding	Symbol
LOC111130026	735	111130026	LOC111130026	LYR motif-containing protein 4-like	protein-coding	Symbol
LOC111132799	735	111132799	LOC111132799	dynein light chain 2, cytoplasmic	protein-coding	Symbol
LOC111101509	733	111101509	LOC111101509	uncharacterized LOC111101509	protein-coding	Symbol
LOC111119795	733	111119795	LOC111119795	protein HTATIP2-like	protein-coding	Symbol
LOC111136470	733	111136470	LOC111136470	ubiquitin-conjugating enzyme E2 C-like	protein-coding	Symbol
LOC111129097	732	111129097	LOC111129097	peroxiredoxin-5, mitochondrial-like	protein-coding	Symbol
LOC111129098	732	NA	NA	NA	NA	NA
LOC111136074	732	111136074	LOC111136074	heparan-sulfate 6-O-sulfotransferase 2-like	protein-coding	Symbol
LOC111125650	727	111125650	LOC111125650	cyclin-Y-like protein 1	protein-coding	Symbol
LOC111102187	726	NA	NA	NA	NA	NA
LOC111126470	726	111126470	LOC111126470	uncharacterized LOC111126470	pseudo	Symbol
LOC111135893	726	111135893	LOC111135893	uncharacterized LOC111135893	protein-coding	Symbol
LOC111125446	725	111125446	LOC111125446	sulfhydryl oxidase 1-like	protein-coding	Symbol
LOC111135656	723	111135656	LOC111135656	MMS19 nucleotide excision repair protein homolog	protein-coding	Symbol
LOC111125607	722	111125607	LOC111125607	uncharacterized LOC111125607	protein-coding	Symbol
LOC111129001	720	111129001	LOC111129001	uncharacterized LOC111129001	protein-coding	Symbol
LOC111105368	719	111105368	LOC111105368	uncharacterized LOC111105368	protein-coding	Symbol
LOC111116305	719	111116305	LOC111116305	uncharacterized LOC111116305	protein-coding	Symbol
LOC111111509	718	111111509	LOC111111509	fatty acyl-CoA reductase 1-like	protein-coding	Symbol
LOC111119454	717	NA	NA	NA	NA	NA
LOC111117970	716	111117970	LOC111117970	focal adhesion kinase 1-like	protein-coding	Symbol
LOC111121532	716	111121532	LOC111121532	calreticulin-like	protein-coding	Symbol
LOC111108247	715	111108247	LOC111108247	uncharacterized LOC111108247	protein-coding	Symbol
LOC111109725	715	111109725	LOC111109725	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase-like	protein-coding	Symbol
LOC111136327	714	111136327	LOC111136327	endoplasmic reticulum resident protein 29-like	protein-coding	Symbol
LOC111114337	713	NA	NA	NA	NA	NA
LOC111114935	713	111114935	LOC111114935	SAP domain-containing ribonucleoprotein-like	protein-coding	Symbol
LOC111120358	713	111120358	LOC111120358	guanine nucleotide-exchange factor SEC12-like	protein-coding	Symbol
LOC111137972	712	111137972	LOC111137972	uncharacterized LOC111137972	protein-coding	Symbol
LOC111109311	711	111109311	LOC111109311	uncharacterized LOC111109311	protein-coding	Symbol
LOC111138406	711	111138406	LOC111138406	prohibitin-2-like	protein-coding	Symbol
LOC111102202	710	111102202	LOC111102202	uncharacterized LOC111102202	protein-coding	Symbol
LOC111136185	710	111136185	LOC111136185	importin-5-like	protein-coding	Symbol
LOC111120910	709	111120910	LOC111120910	protein HGV2-like	protein-coding	Symbol
LOC111130099	709	111130099	LOC111130099	ceramide transfer protein-like	protein-coding	Symbol
LOC111130193	709	111130193	LOC111130193	threonine aspartase 1-like	protein-coding	Symbol
LOC111130371	709	111130371	LOC111130371	nucleolar and spindle-associated protein 1-like	protein-coding	Symbol
LOC111137178	709	111137178	LOC111137178	failed axon connections homolog	protein-coding	Symbol
LOC111105247	708	NA	NA	NA	NA	NA
LOC111119293	708	111119293	LOC111119293	very long chain fatty acid elongase 4-like	protein-coding	Symbol
LOC111122177	708	111122177	LOC111122177	protein tweety homolog 1-like	protein-coding	Symbol
LOC111122368	708	NA	NA	NA	NA	NA
LOC111122587	708	111122587	LOC111122587	proteolipid protein DM beta-like	protein-coding	Symbol
LOC111131787	708	111131787	LOC111131787	crooked neck-like protein 1	protein-coding	Symbol
LOC111132680	708	NA	NA	NA	NA	NA
LOC111135445	708	111135445	LOC111135445	uncharacterized LOC111135445	protein-coding	Symbol
LOC111137244	708	111137244	LOC111137244	uncharacterized LOC111137244	protein-coding	Symbol
LOC111137876	708	111137876	LOC111137876	uncharacterized LOC111137876	protein-coding	Symbol
LOC111120086	706	111120086	LOC111120086	fizzy-related protein homolog	protein-coding	Symbol
LOC111125819	706	111125819	LOC111125819	vang-like protein 2	protein-coding	Symbol
LOC111118152	705	111118152	LOC111118152	V-type proton ATPase 21 kDa proteolipid subunit c''-like	protein-coding	Symbol
LOC111126143	705	111126143	LOC111126143	uncharacterized LOC111126143	protein-coding	Symbol
LOC111126200	705	111126200	LOC111126200	D(2) dopamine receptor A-like	protein-coding	Symbol
LOC111127947	704	111127947	LOC111127947	3-ketoacyl-CoA thiolase, mitochondrial-like	protein-coding	Symbol
LOC111137179	704	111137179	LOC111137179	PCNA-associated factor-like	protein-coding	Symbol
LOC111103914	703	111103914	LOC111103914	splicing factor 3A subunit 3-like	protein-coding	Symbol
LOC111119457	703	111119457	LOC111119457	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1-like	protein-coding	Symbol
LOC111121538	703	111121538	LOC111121538	enoyl-CoA delta isomerase 1, mitochondrial-like	protein-coding	Symbol
LOC111125303	703	111125303	LOC111125303	hormone-sensitive lipase-like	protein-coding	Symbol
LOC111126068	703	111126068	LOC111126068	uncharacterized LOC111126068	protein-coding	Symbol
LOC111133810	703	111133810	LOC111133810	uncharacterized LOC111133810	protein-coding	Symbol
LOC111135504	703	111135504	LOC111135504	extracellular sulfatase Sulf-1-like	protein-coding	Symbol
LOC111106242	701	111106242	LOC111106242	prostaglandin reductase 1-like	protein-coding	Symbol
LOC111130614	701	NA	NA	NA	NA	NA
LOC111136557	701	111136557	LOC111136557	NADPH--cytochrome P450 reductase-like	protein-coding	Symbol
LOC111123700	700	111123700	LOC111123700	uncharacterized LOC111123700	protein-coding	Symbol
