mrna_id	mrna_id_clean	GeneID	Symbol	description	type_of_gene	match_type
LOC111099558	LOC111099558	NA	NA	NA	NA	NA
LOC111099559	LOC111099559	NA	NA	NA	NA	NA
LOC111099563	LOC111099563	NA	NA	NA	NA	NA
LOC111099564	LOC111099564	NA	NA	NA	NA	NA
LOC111099566	LOC111099566	111099566	LOC111099566	fibulin-7-like	protein-coding	Symbol
LOC111099567	LOC111099567	111099567	LOC111099567	uncharacterized LOC111099567	protein-coding	Symbol
LOC111099569	LOC111099569	NA	NA	NA	NA	NA
LOC111099570	LOC111099570	111099570	LOC111099570	heat shock 70 kDa protein 12A-like	protein-coding	Symbol
LOC111099571	LOC111099571	111099571	LOC111099571	uncharacterized LOC111099571	protein-coding	Symbol
LOC111099572	LOC111099572	NA	NA	NA	NA	NA
LOC111099573	LOC111099573	111099573	LOC111099573	26S proteasome non-ATPase regulatory subunit 2-like	protein-coding	Symbol
LOC111099574	LOC111099574	NA	NA	NA	NA	NA
LOC111099577	LOC111099577	NA	NA	NA	NA	NA
LOC111099578	LOC111099578	111099578	LOC111099578	uncharacterized LOC111099578	protein-coding	Symbol
LOC111099579	LOC111099579	111099579	LOC111099579	uncharacterized LOC111099579	protein-coding	Symbol
LOC111099580	LOC111099580	111099580	LOC111099580	uncharacterized LOC111099580	protein-coding	Symbol
LOC111099581	LOC111099581	111099581	LOC111099581	uncharacterized LOC111099581	protein-coding	Symbol
LOC111099582	LOC111099582	111099582	LOC111099582	uncharacterized LOC111099582	protein-coding	Symbol
LOC111099583	LOC111099583	NA	NA	NA	NA	NA
LOC111099584	LOC111099584	111099584	LOC111099584	protoporphyrinogen oxidase-like	protein-coding	Symbol
LOC111099585	LOC111099585	111099585	LOC111099585	lys-63-specific deubiquitinase BRCC36-like	protein-coding	Symbol
LOC111099586	LOC111099586	111099586	LOC111099586	uncharacterized LOC111099586	protein-coding	Symbol
LOC111099587	LOC111099587	NA	NA	NA	NA	NA
LOC111099588	LOC111099588	NA	NA	NA	NA	NA
LOC111099589	LOC111099589	111099589	LOC111099589	kyphoscoliosis peptidase-like	protein-coding	Symbol
LOC111099590	LOC111099590	NA	NA	NA	NA	NA
LOC111099591	LOC111099591	NA	NA	NA	NA	NA
LOC111099592	LOC111099592	111099592	LOC111099592	uncharacterized LOC111099592	protein-coding	Symbol
LOC111099593	LOC111099593	NA	NA	NA	NA	NA
LOC111099594	LOC111099594	NA	NA	NA	NA	NA
LOC111099595	LOC111099595	NA	NA	NA	NA	NA
LOC111099596	LOC111099596	NA	NA	NA	NA	NA
LOC111099597	LOC111099597	111099597	LOC111099597	transcription factor IIIB 50 kDa subunit-like	protein-coding	Symbol
LOC111099598	LOC111099598	NA	NA	NA	NA	NA
LOC111099600	LOC111099600	111099600	LOC111099600	uncharacterized LOC111099600	protein-coding	Symbol
LOC111099601	LOC111099601	111099601	LOC111099601	uncharacterized LOC111099601	protein-coding	Symbol
LOC111099602	LOC111099602	NA	NA	NA	NA	NA
LOC111099603	LOC111099603	111099603	LOC111099603	intermembrane lipid transfer protein VPS13A-like	protein-coding	Symbol
LOC111099604	LOC111099604	111099604	LOC111099604	uncharacterized LOC111099604	protein-coding	Symbol
LOC111099605	LOC111099605	NA	NA	NA	NA	NA
LOC111099606	LOC111099606	111099606	LOC111099606	uncharacterized LOC111099606	protein-coding	Symbol
LOC111099608	LOC111099608	111099608	LOC111099608	uncharacterized LOC111099608	protein-coding	Symbol
LOC111099609	LOC111099609	111099609	LOC111099609	killer cell lectin-like receptor subfamily B member 1B	protein-coding	Symbol
LOC111099610	LOC111099610	111099610	LOC111099610	transcriptional coactivator YAP1-like	protein-coding	Symbol
LOC111099612	LOC111099612	111099612	LOC111099612	uncharacterized LOC111099612	protein-coding	Symbol
LOC111099613	LOC111099613	111099613	LOC111099613	uncharacterized LOC111099613	protein-coding	Symbol
LOC111099614	LOC111099614	NA	NA	NA	NA	NA
LOC111099615	LOC111099615	111099615	LOC111099615	uncharacterized LOC111099615	protein-coding	Symbol
LOC111099617	LOC111099617	111099617	LOC111099617	charged multivesicular body protein 2b-like	protein-coding	Symbol
LOC111099618	LOC111099618	111099618	LOC111099618	uncharacterized LOC111099618	protein-coding	Symbol
LOC111099619	LOC111099619	111099619	LOC111099619	uncharacterized LOC111099619	protein-coding	Symbol
LOC111099620	LOC111099620	111099620	LOC111099620	receptor-type tyrosine-protein phosphatase U-like	protein-coding	Symbol
LOC111099621	LOC111099621	NA	NA	NA	NA	NA
LOC111099622	LOC111099622	NA	NA	NA	NA	NA
LOC111099623	LOC111099623	111099623	LOC111099623	methionine--tRNA ligase, mitochondrial-like	protein-coding	Symbol
LOC111099625	LOC111099625	111099625	LOC111099625	cytoplasmic tRNA 2-thiolation protein 1-like	protein-coding	Symbol
LOC111099626	LOC111099626	NA	NA	NA	NA	NA
LOC111099627	LOC111099627	111099627	LOC111099627	uncharacterized LOC111099627	protein-coding	Symbol
LOC111099628	LOC111099628	111099628	LOC111099628	uncharacterized LOC111099628	protein-coding	Symbol
LOC111099629	LOC111099629	NA	NA	NA	NA	NA
LOC111099630	LOC111099630	NA	NA	NA	NA	NA
LOC111099631	LOC111099631	111099631	LOC111099631	baculoviral IAP repeat-containing protein 8-like	protein-coding	Symbol
LOC111099632	LOC111099632	NA	NA	NA	NA	NA
LOC111099633	LOC111099633	111099633	LOC111099633	Golgi-associated PDZ and coiled-coil motif-containing protein-like	protein-coding	Symbol
LOC111099634	LOC111099634	NA	NA	NA	NA	NA
LOC111099639	LOC111099639	111099639	LOC111099639	dual specificity protein phosphatase 14-like	protein-coding	Symbol
LOC111099640	LOC111099640	NA	NA	NA	NA	NA
LOC111099641	LOC111099641	111099641	LOC111099641	uncharacterized LOC111099641	protein-coding	Symbol
LOC111099642	LOC111099642	111099642	LOC111099642	uncharacterized LOC111099642	protein-coding	Symbol
LOC111099643	LOC111099643	111099643	LOC111099643	sulfotransferase 1C2-like	protein-coding	Symbol
LOC111099644	LOC111099644	111099644	LOC111099644	uncharacterized LOC111099644	protein-coding	Symbol
LOC111099646	LOC111099646	111099646	LOC111099646	uncharacterized LOC111099646	protein-coding	Symbol
LOC111099648	LOC111099648	NA	NA	NA	NA	NA
LOC111099650	LOC111099650	111099650	LOC111099650	glycoprotein 3-alpha-L-fucosyltransferase A-like	protein-coding	Symbol
LOC111099651	LOC111099651	111099651	LOC111099651	uncharacterized LOC111099651	protein-coding	Symbol
LOC111099652	LOC111099652	111099652	LOC111099652	sulfotransferase 1C2-like	protein-coding	Symbol
LOC111099653	LOC111099653	NA	NA	NA	NA	NA
LOC111099654	LOC111099654	111099654	LOC111099654	cyclic GMP-AMP synthase-like receptor 1	protein-coding	Symbol
LOC111099655	LOC111099655	111099655	LOC111099655	uncharacterized LOC111099655	protein-coding	Symbol
LOC111099656	LOC111099656	111099656	LOC111099656	uncharacterized LOC111099656	protein-coding	Symbol
LOC111099657	LOC111099657	111099657	LOC111099657	putative pyruvate dehydrogenase E1 component subunit alpha, mitochondrial	pseudo	Symbol
LOC111099658	LOC111099658	NA	NA	NA	NA	NA
LOC111099659	LOC111099659	111099659	LOC111099659	uncharacterized LOC111099659	protein-coding	Symbol
LOC111099660	LOC111099660	NA	NA	NA	NA	NA
LOC111099663	LOC111099663	111099663	LOC111099663	uncharacterized LOC111099663	ncRNA	Symbol
LOC111099664	LOC111099664	NA	NA	NA	NA	NA
LOC111099665	LOC111099665	111099665	LOC111099665	uncharacterized LOC111099665	protein-coding	Symbol
LOC111099666	LOC111099666	111099666	LOC111099666	uncharacterized LOC111099666	protein-coding	Symbol
LOC111099667	LOC111099667	NA	NA	NA	NA	NA
LOC111099668	LOC111099668	NA	NA	NA	NA	NA
LOC111099669	LOC111099669	111099669	LOC111099669	orexin receptor type 2-like	protein-coding	Symbol
LOC111099670	LOC111099670	111099670	LOC111099670	peroxisomal trans-2-enoyl-CoA reductase-like	protein-coding	Symbol
LOC111099671	LOC111099671	111099671	LOC111099671	uncharacterized LOC111099671	protein-coding	Symbol
LOC111099673	LOC111099673	NA	NA	NA	NA	NA
LOC111099674	LOC111099674	111099674	LOC111099674	E3 ubiquitin-protein ligase Midline-1-like	protein-coding	Symbol
LOC111099676	LOC111099676	NA	NA	NA	NA	NA
LOC111099678	LOC111099678	111099678	LOC111099678	natural resistance-associated macrophage protein 2-like	protein-coding	Symbol
LOC111099679	LOC111099679	111099679	LOC111099679	S-adenosylmethionine-dependent methyltransferase Rv2258c-like	protein-coding	Symbol
LOC111099680	LOC111099680	111099680	LOC111099680	S-adenosylmethionine-dependent methyltransferase Rv2258c-like	pseudo	Symbol
LOC111099681	LOC111099681	111099681	LOC111099681	demethylmenaquinone methyltransferase-like	protein-coding	Symbol
LOC111099682	LOC111099682	111099682	LOC111099682	transmembrane protein 35B-like	protein-coding	Symbol
LOC111099683	LOC111099683	NA	NA	NA	NA	NA
LOC111099684	LOC111099684	111099684	LOC111099684	snake venom 5'-nucleotidase-like	protein-coding	Symbol
LOC111099685	LOC111099685	111099685	LOC111099685	uncharacterized LOC111099685	protein-coding	Symbol
LOC111099686	LOC111099686	NA	NA	NA	NA	NA
LOC111099687	LOC111099687	NA	NA	NA	NA	NA
LOC111099688	LOC111099688	111099688	LOC111099688	baculoviral IAP repeat-containing protein 7-B-like	protein-coding	Symbol
LOC111099689	LOC111099689	NA	NA	NA	NA	NA
LOC111099690	LOC111099690	111099690	LOC111099690	GDP-L-fucose synthase-like	protein-coding	Symbol
LOC111099691	LOC111099691	NA	NA	NA	NA	NA
LOC111099692	LOC111099692	111099692	LOC111099692	leucine-rich repeat and calponin homology domain-containing protein-like	protein-coding	Symbol
LOC111099693	LOC111099693	111099693	LOC111099693	uncharacterized LOC111099693	protein-coding	Symbol
LOC111099694	LOC111099694	NA	NA	NA	NA	NA
LOC111099696	LOC111099696	111099696	LOC111099696	protein O-mannosyl-transferase TMTC3-like	protein-coding	Symbol
LOC111099697	LOC111099697	NA	NA	NA	NA	NA
LOC111099700	LOC111099700	111099700	LOC111099700	peroxisomal leader peptide-processing protease-like	protein-coding	Symbol
LOC111099701	LOC111099701	111099701	LOC111099701	solute carrier organic anion transporter family member 4C1-like	protein-coding	Symbol
LOC111099702	LOC111099702	111099702	LOC111099702	uncharacterized LOC111099702	protein-coding	Symbol
LOC111099703	LOC111099703	NA	NA	NA	NA	NA
LOC111099704	LOC111099704	111099704	LOC111099704	uncharacterized LOC111099704	protein-coding	Symbol
LOC111099705	LOC111099705	NA	NA	NA	NA	NA
LOC111099707	LOC111099707	NA	NA	NA	NA	NA
LOC111099708	LOC111099708	111099708	LOC111099708	cerebellin-1-like	protein-coding	Symbol
LOC111099711	LOC111099711	NA	NA	NA	NA	NA
LOC111099712	LOC111099712	NA	NA	NA	NA	NA
LOC111099713	LOC111099713	NA	NA	NA	NA	NA
LOC111099715	LOC111099715	NA	NA	NA	NA	NA
LOC111099716	LOC111099716	NA	NA	NA	NA	NA
LOC111099717	LOC111099717	111099717	LOC111099717	matrix metalloproteinase-24-like	protein-coding	Symbol
LOC111099718	LOC111099718	111099718	LOC111099718	maltase-glucoamylase-like	protein-coding	Symbol
LOC111099721	LOC111099721	NA	NA	NA	NA	NA
LOC111099722	LOC111099722	111099722	LOC111099722	MAM and LDL-receptor class A domain-containing protein 1-like	protein-coding	Symbol
LOC111099723	LOC111099723	NA	NA	NA	NA	NA
LOC111099724	LOC111099724	111099724	LOC111099724	tRNA wybutosine-synthesizing protein 4-like	protein-coding	Symbol
LOC111099725	LOC111099725	111099725	LOC111099725	uncharacterized LOC111099725	protein-coding	Symbol
LOC111099726	LOC111099726	NA	NA	NA	NA	NA
LOC111099727	LOC111099727	NA	NA	NA	NA	NA
LOC111099728	LOC111099728	111099728	LOC111099728	uncharacterized LOC111099728	pseudo	Symbol
LOC111099729	LOC111099729	111099729	LOC111099729	uncharacterized LOC111099729	protein-coding	Symbol
LOC111099730	LOC111099730	NA	NA	NA	NA	NA
LOC111099731	LOC111099731	111099731	LOC111099731	cell division cycle protein 20 homolog	protein-coding	Symbol
LOC111099732	LOC111099732	111099732	LOC111099732	uncharacterized LOC111099732	protein-coding	Symbol
LOC111099733	LOC111099733	NA	NA	NA	NA	NA
LOC111099734	LOC111099734	111099734	LOC111099734	uncharacterized LOC111099734	protein-coding	Symbol
LOC111099735	LOC111099735	111099735	LOC111099735	protrudin-like	protein-coding	Symbol
LOC111099736	LOC111099736	111099736	LOC111099736	uncharacterized LOC111099736	pseudo	Symbol
LOC111099737	LOC111099737	111099737	LOC111099737	peptide methionine sulfoxide reductase MsrB-like	protein-coding	Symbol
LOC111099738	LOC111099738	111099738	LOC111099738	uncharacterized LOC111099738	protein-coding	Symbol
LOC111099739	LOC111099739	NA	NA	NA	NA	NA
LOC111099740	LOC111099740	111099740	LOC111099740	beta-1,3-galactosyltransferase 1-like	protein-coding	Symbol
LOC111099741	LOC111099741	111099741	LOC111099741	G2/mitotic-specific cyclin-B3-like	protein-coding	Symbol
LOC111099742	LOC111099742	111099742	LOC111099742	insulin-like peptide 7	protein-coding	Symbol
LOC111099744	LOC111099744	111099744	LOC111099744	D-beta-hydroxybutyrate dehydrogenase-like	protein-coding	Symbol
LOC111099746	LOC111099746	111099746	LOC111099746	ATP-binding cassette sub-family C member 5-like	protein-coding	Symbol
LOC111099747	LOC111099747	NA	NA	NA	NA	NA
LOC111099748	LOC111099748	111099748	LOC111099748	ATP-binding cassette sub-family C member 5-like	protein-coding	Symbol
LOC111099749	LOC111099749	111099749	LOC111099749	uncharacterized LOC111099749	protein-coding	Symbol
LOC111099750	LOC111099750	NA	NA	NA	NA	NA
LOC111099751	LOC111099751	111099751	LOC111099751	uncharacterized LOC111099751	protein-coding	Symbol
LOC111099752	LOC111099752	111099752	LOC111099752	uncharacterized LOC111099752	protein-coding	Symbol
LOC111099753	LOC111099753	NA	NA	NA	NA	NA
LOC111099754	LOC111099754	111099754	LOC111099754	centromere protein I-like	protein-coding	Symbol
LOC111099755	LOC111099755	111099755	LOC111099755	peptidoglycan-recognition protein SC2-like	protein-coding	Symbol
LOC111099756	LOC111099756	111099756	LOC111099756	uncharacterized LOC111099756	protein-coding	Symbol
LOC111099761	LOC111099761	NA	NA	NA	NA	NA
LOC111099764	LOC111099764	111099764	LOC111099764	uncharacterized LOC111099764	protein-coding	Symbol
LOC111099765	LOC111099765	NA	NA	NA	NA	NA
LOC111099766	LOC111099766	111099766	LOC111099766	uncharacterized LOC111099766	protein-coding	Symbol
LOC111099767	LOC111099767	NA	NA	NA	NA	NA
LOC111099770	LOC111099770	NA	NA	NA	NA	NA
LOC111099771	LOC111099771	NA	NA	NA	NA	NA
LOC111099772	LOC111099772	NA	NA	NA	NA	NA
LOC111099773	LOC111099773	111099773	LOC111099773	transcription factor AP-2-epsilon-like	protein-coding	Symbol
LOC111099774	LOC111099774	111099774	LOC111099774	voltage-gated purine nucleotide uniporter SLC17A9-like	protein-coding	Symbol
LOC111099775	LOC111099775	111099775	LOC111099775	peroxidase-like protein	protein-coding	Symbol
LOC111099776	LOC111099776	NA	NA	NA	NA	NA
LOC111099777	LOC111099777	NA	NA	NA	NA	NA
LOC111099778	LOC111099778	111099778	LOC111099778	serine/threonine-protein kinase mos-like	protein-coding	Symbol
LOC111099779	LOC111099779	NA	NA	NA	NA	NA
LOC111099780	LOC111099780	111099780	LOC111099780	uncharacterized LOC111099780	protein-coding	Symbol
LOC111099781	LOC111099781	NA	NA	NA	NA	NA
LOC111099783	LOC111099783	111099783	LOC111099783	uncharacterized LOC111099783	protein-coding	Symbol
LOC111099784	LOC111099784	111099784	LOC111099784	uncharacterized LOC111099784	protein-coding	Symbol
LOC111099785	LOC111099785	111099785	LOC111099785	GTP-binding protein Di-Ras2-like	protein-coding	Symbol
LOC111099786	LOC111099786	NA	NA	NA	NA	NA
LOC111099787	LOC111099787	NA	NA	NA	NA	NA
LOC111099788	LOC111099788	NA	NA	NA	NA	NA
LOC111099789	LOC111099789	NA	NA	NA	NA	NA
LOC111099792	LOC111099792	NA	NA	NA	NA	NA
LOC111099793	LOC111099793	111099793	LOC111099793	uncharacterized LOC111099793	protein-coding	Symbol
LOC111099794	LOC111099794	111099794	LOC111099794	G-protein coupled receptor dmsr-1-like	protein-coding	Symbol
LOC111099795	LOC111099795	111099795	LOC111099795	uncharacterized LOC111099795	protein-coding	Symbol
LOC111099796	LOC111099796	111099796	LOC111099796	uncharacterized LOC111099796	protein-coding	Symbol
LOC111099797	LOC111099797	111099797	LOC111099797	uncharacterized LOC111099797	protein-coding	Symbol
LOC111099798	LOC111099798	111099798	LOC111099798	uncharacterized LOC111099798	protein-coding	Symbol
LOC111099799	LOC111099799	111099799	LOC111099799	uncharacterized LOC111099799	protein-coding	Symbol
LOC111099801	LOC111099801	111099801	LOC111099801	heat shock 70 kDa protein 12A-like	protein-coding	Symbol
LOC111099802	LOC111099802	111099802	LOC111099802	uncharacterized LOC111099802	protein-coding	Symbol
LOC111099803	LOC111099803	111099803	LOC111099803	uncharacterized LOC111099803	protein-coding	Symbol
LOC111099804	LOC111099804	NA	NA	NA	NA	NA
LOC111099806	LOC111099806	111099806	LOC111099806	uncharacterized LOC111099806	protein-coding	Symbol
LOC111099807	LOC111099807	111099807	LOC111099807	uncharacterized LOC111099807	protein-coding	Symbol
LOC111099808	LOC111099808	111099808	LOC111099808	bystin-like	protein-coding	Symbol
LOC111099810	LOC111099810	111099810	LOC111099810	uncharacterized LOC111099810	protein-coding	Symbol
LOC111099811	LOC111099811	NA	NA	NA	NA	NA
LOC111099812	LOC111099812	111099812	LOC111099812	putative ubiquitin carboxyl-terminal hydrolase MINDY-4	protein-coding	Symbol
LOC111099813	LOC111099813	NA	NA	NA	NA	NA
LOC111099814	LOC111099814	111099814	LOC111099814	uncharacterized LOC111099814	protein-coding	Symbol
LOC111099815	LOC111099815	NA	NA	NA	NA	NA
LOC111099816	LOC111099816	111099816	LOC111099816	uncharacterized LOC111099816	protein-coding	Symbol
LOC111099818	LOC111099818	NA	NA	NA	NA	NA
LOC111099820	LOC111099820	NA	NA	NA	NA	NA
LOC111099821	LOC111099821	111099821	LOC111099821	uncharacterized LOC111099821	protein-coding	Symbol
LOC111099822	LOC111099822	111099822	LOC111099822	coiled-coil domain-containing protein 28B-like	protein-coding	Symbol
LOC111099823	LOC111099823	111099823	LOC111099823	uncharacterized LOC111099823	protein-coding	Symbol
LOC111099825	LOC111099825	111099825	LOC111099825	uncharacterized LOC111099825	protein-coding	Symbol
LOC111099826	LOC111099826	111099826	LOC111099826	estradiol 17-beta-dehydrogenase 11-like	protein-coding	Symbol
LOC111099827	LOC111099827	NA	NA	NA	NA	NA
LOC111099828	LOC111099828	111099828	LOC111099828	uncharacterized LOC111099828	protein-coding	Symbol
LOC111099829	LOC111099829	111099829	LOC111099829	N-acetylneuraminate lyase-like	protein-coding	Symbol
LOC111099830	LOC111099830	111099830	LOC111099830	uncharacterized LOC111099830	protein-coding	Symbol
LOC111099831	LOC111099831	111099831	LOC111099831	protein FAM124A-like	protein-coding	Symbol
LOC111099832	LOC111099832	111099832	LOC111099832	uncharacterized LOC111099832	protein-coding	Symbol
